"filename","relative_path","status","angle_deg","left_deg","right_deg","uncertainty_deg","surface_type","baseline_tilt_deg","baseline_confidence","contact_confidence","symmetry_score","circle_deg","ellipse_deg","polynomial_deg","young_laplace_deg","r2_circle","r2_ellipse","r2_young_laplace","method_weights","method_quality","message"
"C_1.5%_1 coat_5a.JPG","C_1.5%_1 coat_5a.JPG","OK","111.968187","111.778097","112.811554","2.689071","Hydrophobic","-1.243656","0.856484","0.378980","0.275595","111.906705","112.691704","115.238430","111.981859","0.999913","0.999918","0.999927","{circle: 0.17238519411803124, circle_local: 0.1704994422588084, ellipse: 0.12198364721113289, polynomial: 0.03656167143661337, young_laplace: 0.49857004497541413}","{circle: {is_valid: true, invalid_reason: null}, circle_local: {is_valid: true, invalid_reason: null}, ellipse: {is_valid: true, invalid_reason: null}, polynomial: {is_valid: true, invalid_reason: null}, young_laplace: {is_valid: true, invalid_reason: null}}","🎯 Contact Angle: 111.97° ± 2.69° |  | Left: 111.8° | Right: 112.8° | Hysteresis: 1.0° | Baseline tilt: -1.24° (silhouette, conf=0.86) | Valid methods: 5/5 |  | Methods: | • Circle fit: 111.9° (R²=1.000) | • Ellipse fit: 112.7° (R²=1.000) | • Polynomial: 115.2° (R²=0.841) | • Young-Laplace: 112.0° (R²=1.000, Bo=1.00e-4, residual=0.008) |  | Scale: 10.000 um/px (approximate) |  | Drop radius: 0.7465 mm | Bo_physical: 7.49e-2 | Angle calibration: disabled_untrusted_profile | Symmetry score: 0.28 |  | Surface: Hydrophobic | Contour: 222 points | Background: Light |  | ⚠️ Physical units are approximate. Add scale calibration for scientific metrology. | "
"C_1.5%_1 coat_5b.JPG","C_1.5%_1 coat_5b.JPG","OK","117.479412","117.796111","117.150139","2.316634","Hydrophobic","-1.078490","0.767969","0.568300","0.774179","117.258270","118.356477","117.702863","117.222251","0.999881","0.999905","0.999883","{circle: 0.13403964452761127, circle_local: 0.134253464595426, ellipse: 0.1216886845552338, polynomial: 0.09476224843903122, young_laplace: 0.5152559578826977}","{circle: {is_valid: true, invalid_reason: null}, circle_local: {is_valid: true, invalid_reason: null}, ellipse: {is_valid: true, invalid_reason: null}, polynomial: {is_valid: true, invalid_reason: null}, young_laplace: {is_valid: true, invalid_reason: null}}","🎯 Contact Angle: 117.48° ± 2.32° |  | Left: 117.8° | Right: 117.2° | Hysteresis: 0.6° | Baseline tilt: -1.08° (silhouette, conf=0.77) | Valid methods: 5/5 |  | Methods: | • Circle fit: 117.3° (R²=1.000) | • Ellipse fit: 118.4° (R²=1.000) | • Polynomial: 117.7° (R²=0.924) | • Young-Laplace: 117.2° (R²=1.000, Bo=1.00e-4, residual=0.010) |  | Scale: 10.000 um/px (approximate) |  | Drop radius: 0.7258 mm | Bo_physical: 7.08e-2 | Angle calibration: disabled_untrusted_profile | Symmetry score: 0.77 |  | Surface: Hydrophobic | Contour: 225 points | Background: Light |  | ⚠️ Physical units are approximate. Add scale calibration for scientific metrology. | "
"C_1.5%_1 coat_6.JPG","C_1.5%_1 coat_6.JPG","OK","118.916508","119.113682","119.255539","2.064396","Hydrophobic","-1.417696","0.853047","0.715054","0.878498","117.909544","119.370959","121.467577","118.246256","0.999957","0.999977","0.997474","{circle: 0.1824801207696674, circle_local: 0.18403206269702707, ellipse: 0.17491472337509342, polynomial: 0.1234615055683018, young_laplace: 0.3351115875899103}","{circle: {is_valid: true, invalid_reason: null}, circle_local: {is_valid: true, invalid_reason: null}, ellipse: {is_valid: true, invalid_reason: null}, polynomial: {is_valid: true, invalid_reason: null}, young_laplace: {is_valid: true, invalid_reason: null}}","🎯 Contact Angle: 118.92° ± 2.06° |  | Left: 119.1° | Right: 119.3° | Hysteresis: 0.1° | Baseline tilt: -1.42° (silhouette, conf=0.85) | Valid methods: 5/5 |  | Methods: | • Circle fit: 117.9° (R²=1.000) | • Ellipse fit: 119.4° (R²=1.000) | • Polynomial: 121.5° (R²=0.921) | • Young-Laplace: 118.2° (R²=0.997, Bo=1.00e-4, residual=0.048) |  | Scale: 10.000 um/px (approximate) |  | Drop radius: 0.7719 mm | Bo_physical: 8.01e-2 | Angle calibration: disabled_untrusted_profile | Symmetry score: 0.88 |  | Surface: Hydrophobic | Contour: 248 points | Background: Light |  | ⚠️ Physical units are approximate. Add scale calibration for scientific metrology. | "
"C_1.5%_2 coat_5.JPG","C_1.5%_2 coat_5.JPG","OK","133.486254","133.550336","133.780291","7.022151","Hydrophobic","-1.564880","0.870234","0.850000","0.773666","135.226794","128.881204","102.854014","135.659464","0.999366","0.999370","0.999356","{circle: 0.16957820009869498, circle_local: 0.1733729032624557, ellipse: 0.15688827595065583, polynomial: 0.007523891102122061, young_laplace: 0.49263672958607135}","{circle: {is_valid: true, invalid_reason: null}, circle_local: {is_valid: true, invalid_reason: null}, ellipse: {is_valid: true, invalid_reason: null}, polynomial: {is_valid: true, invalid_reason: null}, young_laplace: {is_valid: true, invalid_reason: null}}","🎯 Contact Angle: 133.49° ± 7.02° |  | Left: 133.6° | Right: 133.8° | Hysteresis: 0.2° | Baseline tilt: -1.56° (silhouette, conf=0.87) | Valid methods: 5/5 |  | Methods: | • Circle fit: 135.2° (R²=0.999) | • Ellipse fit: 128.9° (R²=0.999) | • Polynomial: 102.9° (R²=0.827) | • Young-Laplace: 135.7° (R²=0.999, Bo=1.00e-4, residual=0.025) |  | Scale: 10.000 um/px (approximate) |  | Drop radius: 0.6538 mm | Bo_physical: 5.75e-2 | Angle calibration: disabled_untrusted_profile | Symmetry score: 0.77 |  | Surface: Hydrophobic | Contour: 258 points | Background: Light |  | ⚠️ Physical units are approximate. Add scale calibration for scientific metrology. | "
"C_1.5%_2 coat_6.JPG","C_1.5%_2 coat_6.JPG","OK","130.366370","130.709913","130.105444","3.141607","Hydrophobic","-1.893937","0.872812","0.470012","0.660610","130.986344","129.216965","125.521949","131.653574","0.999807","0.999817","0.997580","{circle: 0.21262892850688495, circle_local: 0.21438827885115358, ellipse: 0.1852187367662106, polynomial: 0.04282244479046487, young_laplace: 0.3449416110852861}","{circle: {is_valid: true, invalid_reason: null}, circle_local: {is_valid: true, invalid_reason: null}, ellipse: {is_valid: true, invalid_reason: null}, polynomial: {is_valid: true, invalid_reason: null}, young_laplace: {is_valid: true, invalid_reason: null}}","🎯 Contact Angle: 130.37° ± 3.14° |  | Left: 130.7° | Right: 130.1° | Hysteresis: 0.6° | Baseline tilt: -1.89° (silhouette, conf=0.87) | Valid methods: 5/5 |  | Methods: | • Circle fit: 131.0° (R²=1.000) | • Ellipse fit: 129.2° (R²=1.000) | • Polynomial: 125.5° (R²=0.794) | • Young-Laplace: 131.7° (R²=0.998, Bo=1.00e-4, residual=0.048) |  | Scale: 10.000 um/px (approximate) |  | Drop radius: 0.6042 mm | Bo_physical: 4.91e-2 | Angle calibration: disabled_untrusted_profile | Symmetry score: 0.66 |  | Surface: Hydrophobic | Contour: 244 points | Background: Light |  | ⚠️ Physical units are approximate. Add scale calibration for scientific metrology. | "
"C_3%_1 coat_5.JPG","C_3%_1 coat_5.JPG","OK","122.366862","122.755619","121.835709","2.040056","Hydrophobic","-1.738504","0.763672","0.645049","0.678920","122.692329","122.362493","120.567957","122.597062","0.999928","0.999933","0.999916","{circle: 0.13690497483638564, circle_local: 0.13697707851287472, ellipse: 0.11939896477647607, polynomial: 0.09405283857672525, young_laplace: 0.5126661432975381}","{circle: {is_valid: true, invalid_reason: null}, circle_local: {is_valid: true, invalid_reason: null}, ellipse: {is_valid: true, invalid_reason: null}, polynomial: {is_valid: true, invalid_reason: null}, young_laplace: {is_valid: true, invalid_reason: null}}","🎯 Contact Angle: 122.37° ± 2.04° |  | Left: 122.8° | Right: 121.8° | Hysteresis: 0.9° | Baseline tilt: -1.74° (silhouette, conf=0.76) | Valid methods: 5/5 |  | Methods: | • Circle fit: 122.7° (R²=1.000) | • Ellipse fit: 122.4° (R²=1.000) | • Polynomial: 120.6° (R²=0.925) | • Young-Laplace: 122.6° (R²=1.000, Bo=1.03e-4, residual=0.009) |  | Scale: 10.000 um/px (approximate) |  | Drop radius: 0.6934 mm | Bo_physical: 6.47e-2 | Angle calibration: disabled_untrusted_profile | Symmetry score: 0.68 |  | Surface: Hydrophobic | Contour: 238 points | Background: Light |  | ⚠️ Physical units are approximate. Add scale calibration for scientific metrology. | "
"C_3%_1 coat_6a.JPG","C_3%_1 coat_6a.JPG","OK","129.769940","130.107331","129.310092","3.334039","Hydrophobic","-1.673778","0.871953","0.377368","0.456308","130.678308","128.710400","124.826703","130.351741","0.999677","0.999689","0.999613","{circle: 0.177162232123138, circle_local: 0.17928333941775, ellipse: 0.14032174982322504, polynomial: 0.03321403787949642, young_laplace: 0.4700186407563906}","{circle: {is_valid: true, invalid_reason: null}, circle_local: {is_valid: true, invalid_reason: null}, ellipse: {is_valid: true, invalid_reason: null}, polynomial: {is_valid: true, invalid_reason: null}, young_laplace: {is_valid: true, invalid_reason: null}}","🎯 Contact Angle: 129.77° ± 3.33° |  | Left: 130.1° | Right: 129.3° | Hysteresis: 0.8° | Baseline tilt: -1.67° (silhouette, conf=0.87) | Valid methods: 5/5 |  | Methods: | • Circle fit: 130.7° (R²=1.000) | • Ellipse fit: 128.7° (R²=1.000) | • Polynomial: 124.8° (R²=0.744) | • Young-Laplace: 130.4° (R²=1.000, Bo=3.15e-3, residual=0.019) |  | Scale: 10.000 um/px (approximate) |  | Drop radius: 0.6123 mm | Bo_physical: 5.04e-2 | Angle calibration: disabled_untrusted_profile | Symmetry score: 0.46 |  | Surface: Hydrophobic | Contour: 240 points | Background: Light |  | ⚠️ Physical units are approximate. Add scale calibration for scientific metrology. | "
"C_3%_1 coat_6b.JPG","C_3%_1 coat_6b.JPG","OK","130.760965","131.366954","130.980974","4.034286","Hydrophobic","-1.652649","0.754219","0.850000","0.565342","131.667091","126.951206","","132.270238","0.999421","0.999431","0.999770","{circle: 0.16872352232985166, circle_local: 0.16843417259717838, ellipse: 0.1366144691063355, young_laplace: 0.5262278359666344}","{circle: {is_valid: true, invalid_reason: null}, circle_local: {is_valid: true, invalid_reason: null}, ellipse: {is_valid: true, invalid_reason: null}, polynomial: {is_valid: false, invalid_reason: cross_method_outlier}, young_laplace: {is_valid: true, invalid_reason: null}}","🎯 Contact Angle: 130.76° ± 4.03° |  | Left: 131.4° | Right: 131.0° | Hysteresis: 0.4° | Baseline tilt: -1.65° (silhouette, conf=0.75) | Valid methods: 4/5 |  | Methods: | • Circle fit: 131.7° (R²=0.999) | • Ellipse fit: 127.0° (R²=0.999) | • Polynomial: Rejected (cross-method outlier; R²=0.830) | • Young-Laplace: 132.3° (R²=1.000, Bo=2.64e-4, residual=0.015) |  | Scale: 10.000 um/px (approximate) |  | Drop radius: 0.7336 mm | Bo_physical: 7.24e-2 | Angle calibration: disabled_untrusted_profile | Symmetry score: 0.57 |  | Surface: Hydrophobic | Contour: 272 points | Background: Light |  | ⚠️ Physical units are approximate. Add scale calibration for scientific metrology. | "
"C_3%_2 coat_5a.JPG","C_3%_2 coat_5a.JPG","OK","115.541554","115.600746","116.269689","2.665708","Hydrophobic","-1.098650","0.862500","0.421292","0.246840","115.351245","116.450219","117.370235","115.429021","0.999958","0.999960","0.999923","{circle: 0.16045850047390695, circle_local: 0.15863447526056196, ellipse: 0.11142995989135775, polynomial: 0.11893628354875865, young_laplace: 0.4505407808254147}","{circle: {is_valid: true, invalid_reason: null}, circle_local: {is_valid: true, invalid_reason: null}, ellipse: {is_valid: true, invalid_reason: null}, polynomial: {is_valid: true, invalid_reason: null}, young_laplace: {is_valid: true, invalid_reason: null}}","🎯 Contact Angle: 115.54° ± 2.67° |  | Left: 115.6° | Right: 116.3° | Hysteresis: 0.7° | Baseline tilt: -1.10° (silhouette, conf=0.86) | Valid methods: 5/5 |  | Methods: | • Circle fit: 115.4° (R²=1.000) | • Ellipse fit: 116.5° (R²=1.000) | • Polynomial: 117.4° (R²=0.959) | • Young-Laplace: 115.4° (R²=1.000, Bo=6.02e-4, residual=0.008) |  | Scale: 10.000 um/px (approximate) |  | Drop radius: 0.6925 mm | Bo_physical: 6.45e-2 | Angle calibration: disabled_untrusted_profile | Symmetry score: 0.25 |  | Surface: Hydrophobic | Contour: 228 points | Background: Light |  | ⚠️ Physical units are approximate. Add scale calibration for scientific metrology. | "
"C_3%_2 coat_5b.JPG","C_3%_2 coat_5b.JPG","OK","123.406215","123.651449","122.988927","2.244636","Hydrophobic","-1.147156","0.736172","0.833642","0.815064","122.826603","125.121315","123.873080","122.836868","0.999960","0.999992","0.999960","{circle: 0.12512262626470277, circle_local: 0.12564957408410082, ellipse: 0.11555802077776844, polynomial: 0.09470106024394105, young_laplace: 0.5389687186294869}","{circle: {is_valid: true, invalid_reason: null}, circle_local: {is_valid: true, invalid_reason: null}, ellipse: {is_valid: true, invalid_reason: null}, polynomial: {is_valid: true, invalid_reason: null}, young_laplace: {is_valid: true, invalid_reason: null}}","🎯 Contact Angle: 123.41° ± 2.24° |  | Left: 123.7° | Right: 123.0° | Hysteresis: 0.7° | Baseline tilt: -1.15° (silhouette, conf=0.74) | Valid methods: 5/5 |  | Methods: | • Circle fit: 122.8° (R²=1.000) | • Ellipse fit: 125.1° (R²=1.000) | • Polynomial: 123.9° (R²=0.955) | • Young-Laplace: 122.8° (R²=1.000, Bo=1.00e-4, residual=0.006) |  | Scale: 10.000 um/px (approximate) |  | Drop radius: 0.7422 mm | Bo_physical: 7.41e-2 | Angle calibration: disabled_untrusted_profile | Symmetry score: 0.82 |  | Surface: Hydrophobic | Contour: 267 points | Background: Light |  | ⚠️ Physical units are approximate. Add scale calibration for scientific metrology. | "
